WN1,WN2,WN3,WN4,WN5,WN6,WN7,WN8,WN9,WN10,WN11,WN12,WN13,WN14,WN15,WN16,WN17,WN18,WN19,WN20,WN21,WN22,WN23,WN24,WN25,WN26,WN27,WN28,WN29,WN30,WN31,WN32,WN33,WN34,WN35,WN36,WN37,WN38,WN39,WN40,WN41,WN42,WN43,WN44,WN45,WN46,WN47,WN48,WN49,WN50,WN51,WN52,WN53,WN54,WN55,WN56,WN57,WN58,WN59,WN60,WN61,WN62,WN63,WN64,WN65,WN66,WN67,WN68,WN69,WN70,WN71,WN72,WN73,WN74,WN75,WN76,WN77,WN78,WN79,WN80,WN81,WN82,WN83,WN84,WN85,WN86,WN87,WN88,WN89,WN90,WN91,WN92,WN93,WN94,WN95,WN96,WN97,WN98,WN99,WN100,WN101,WN102,WN103,WN104,WN105,WN106,WN107,WN108,WN109,WN110,WN111,WN112,WN113,WN114,WN115,WN116,WN117,WN118,WN119,WN120,WN121,WN122,WN123,WN124,WN125,WN126,WN127,WN128,WN129,WN130,WN131,WN132,WN133,WN134,WN135,WN136,WN137,WN138,WN139,WN140,WN141,WN142,WN143,WN144,WN145,WN146,WN147,WN148,WN149,WN150,WN151,WN152,WN153,WN154,WN155,WN156,WN157,WN158,WN159,WN160,WN161,WN162,WN163,WN164,WN165,WN166,WN167,WN168,WN169,WN170,WN171,WN172,WN173,WN174,WN175,WN176,WN177,WN178,WN179,WN180,WN181,WN182,WN183,WN184,WN185,WN186,WN187,WN188,WN189,WN190,WN191,WN192,WN193,WN194,WN195,WN196,WN197,WN198,WN199,WN200,WN201,WN202,WN203,WN204,WN205,WN206,WN207,WN208,WN209,WN210,WN211,WN212,WN213,WN214,WN215,WN216,WN217,WN218,WN219,WN220,WN221,WN222,WN223,WN224,Label
0.97189,1.0955,1.223,1.3507,1.4748,1.5916,1.6983,1.7882,1.8579,1.9054,1.9285,1.9285,1.9074,1.8601,1.7988,1.7295,1.6537,1.5765,1.4998,1.4241,1.3527,1.2852,1.222,1.1636,1.1077,1.0559,1.0079,0.96151,0.91752,0.87648,0.8377,0.80075,0.76629,0.73448,0.70442,0.67634,0.65044,0.62639,0.604,0.58302,0.56371,0.54596,0.52975,0.51512,0.50164,0.48971,0.47918,0.46977,0.46128,0.45395,0.44816,0.44336,0.43926,0.436,0.43339,0.43142,0.42987,0.42879,0.42841,0.42839,0.42834,0.42846,0.42893,0.42955,0.97189,1.0955,1.223,1.3507,1.4748,1.5916,1.6983,1.7882,1.8579,1.9054,1.9285,1.9285,1.9074,1.8601,1.7988,1.7295,1.6537,1.5765,1.4998,1.4241,1.3527,1.2852,1.222,1.1636,1.1077,1.0559,1.0079,0.96151,0.91752,0.87648,0.8377,0.80075,0.76629,0.73448,0.70442,0.67634,0.65044,0.62639,0.604,0.58302,0.56371,0.54596,0.52975,0.51512,0.50164,0.48971,0.47918,0.46977,0.46128,0.45395,0.44816,0.44336,0.43926,0.436,0.43339,0.43142,0.42987,0.42879,0.42841,0.42839,0.42834,0.42846,0.42893,0.42955,0.97189,1.0955,1.223,1.3507,1.4748,1.5916,1.6983,1.7882,1.8579,1.9054,1.9285,1.9285,1.9074,1.8601,1.7988,1.7295,1.6537,1.5765,1.4998,1.4241,1.3527,1.2852,1.222,1.1636,1.1077,1.0559,1.0079,0.96151,0.91752,0.87648,0.8377,0.80075,0.76629,0.73448,0.70442,0.67634,0.65044,0.62639,0.604,0.58302,0.56371,0.54596,0.52975,0.51512,0.50164,0.48971,0.47918,0.46977,0.46128,0.45395,0.44816,0.44336,0.43926,0.436,0.43339,0.43142,0.42987,0.42879,0.42841,0.42839,0.42834,0.42846,0.42893,0.42955,0.97189,1.0955,1.223,1.3507,1.4748,1.5916,1.6983,1.7882,1.8579,1.9054,1.9285,1.9285,1.9074,1.8601,1.7988,1.7295,1.6537,1.5765,1.4998,1.4241,1.3527,1.2852,1.222,1.1636,1.1077,1.0559,1.0079,0.96151,0.91752,0.87648,0.8377,0.80075,6
0.97181,1.1024,1.2362,1.37,1.5003,1.6239,1.7376,1.8372,1.9215,1.983,2.0202,2.0304,2.0169,1.9764,1.9139,1.8405,1.7582,1.6734,1.5902,1.5078,1.4307,1.3583,1.2904,1.2277,1.1672,1.1116,1.0598,1.0091,0.96187,0.91761,0.87574,0.83584,0.79867,0.76462,0.7326,0.70225,0.67428,0.64831,0.62402,0.60151,0.58051,0.56156,0.54426,0.52856,0.51412,0.50119,0.48973,0.47951,0.47028,0.46239,0.45585,0.45064,0.44614,0.4425,0.43966,0.43749,0.43563,0.43421,0.43345,0.43316,0.43286,0.43274,0.43301,0.43345,0.97181,1.1024,1.2362,1.37,1.5003,1.6239,1.7376,1.8372,1.9215,1.983,2.0202,2.0304,2.0169,1.9764,1.9139,1.8405,1.7582,1.6734,1.5902,1.5078,1.4307,1.3583,1.2904,1.2277,1.1672,1.1116,1.0598,1.0091,0.96187,0.91761,0.87574,0.83584,0.79867,0.76462,0.7326,0.70225,0.67428,0.64831,0.62402,0.60151,0.58051,0.56156,0.54426,0.52856,0.51412,0.50119,0.48973,0.47951,0.47028,0.46239,0.45585,0.45064,0.44614,0.4425,0.43966,0.43749,0.43563,0.43421,0.43345,0.43316,0.43286,0.43274,0.43301,0.43345,0.97181,1.1024,1.2362,1.37,1.5003,1.6239,1.7376,1.8372,1.9215,1.983,2.0202,2.0304,2.0169,1.9764,1.9139,1.8405,1.7582,1.6734,1.5902,1.5078,1.4307,1.3583,1.2904,1.2277,1.1672,1.1116,1.0598,1.0091,0.96187,0.91761,0.87574,0.83584,0.79867,0.76462,0.7326,0.70225,0.67428,0.64831,0.62402,0.60151,0.58051,0.56156,0.54426,0.52856,0.51412,0.50119,0.48973,0.47951,0.47028,0.46239,0.45585,0.45064,0.44614,0.4425,0.43966,0.43749,0.43563,0.43421,0.43345,0.43316,0.43286,0.43274,0.43301,0.43345,0.97181,1.1024,1.2362,1.37,1.5003,1.6239,1.7376,1.8372,1.9215,1.983,2.0202,2.0304,2.0169,1.9764,1.9139,1.8405,1.7582,1.6734,1.5902,1.5078,1.4307,1.3583,1.2904,1.2277,1.1672,1.1116,1.0598,1.0091,0.96187,0.91761,0.87574,0.83584,6
0.97271,1.1006,1.2311,1.3609,1.4867,1.6054,1.7148,1.8091,1.8857,1.9389,1.9663,1.9716,1.9537,1.9081,1.8444,1.7716,1.6929,1.6118,1.5322,1.455,1.3808,1.311,1.2459,1.1846,1.1265,1.0728,1.0231,0.97502,0.92987,0.88836,0.84851,0.81038,0.77528,0.74249,0.71178,0.68315,0.65693,0.63258,0.60955,0.58818,0.56842,0.55015,0.53349,0.51844,0.50471,0.49261,0.48199,0.47248,0.46378,0.45634,0.45032,0.4456,0.44155,0.43835,0.43572,0.43377,0.4323,0.43124,0.43079,0.43078,0.4309,0.43129,0.43188,0.43276,0.97271,1.1006,1.2311,1.3609,1.4867,1.6054,1.7148,1.8091,1.8857,1.9389,1.9663,1.9716,1.9537,1.9081,1.8444,1.7716,1.6929,1.6118,1.5322,1.455,1.3808,1.311,1.2459,1.1846,1.1265,1.0728,1.0231,0.97502,0.92987,0.88836,0.84851,0.81038,0.77528,0.74249,0.71178,0.68315,0.65693,0.63258,0.60955,0.58818,0.56842,0.55015,0.53349,0.51844,0.50471,0.49261,0.48199,0.47248,0.46378,0.45634,0.45032,0.4456,0.44155,0.43835,0.43572,0.43377,0.4323,0.43124,0.43079,0.43078,0.4309,0.43129,0.43188,0.43276,0.97271,1.1006,1.2311,1.3609,1.4867,1.6054,1.7148,1.8091,1.8857,1.9389,1.9663,1.9716,1.9537,1.9081,1.8444,1.7716,1.6929,1.6118,1.5322,1.455,1.3808,1.311,1.2459,1.1846,1.1265,1.0728,1.0231,0.97502,0.92987,0.88836,0.84851,0.81038,0.77528,0.74249,0.71178,0.68315,0.65693,0.63258,0.60955,0.58818,0.56842,0.55015,0.53349,0.51844,0.50471,0.49261,0.48199,0.47248,0.46378,0.45634,0.45032,0.4456,0.44155,0.43835,0.43572,0.43377,0.4323,0.43124,0.43079,0.43078,0.4309,0.43129,0.43188,0.43276,0.97271,1.1006,1.2311,1.3609,1.4867,1.6054,1.7148,1.8091,1.8857,1.9389,1.9663,1.9716,1.9537,1.9081,1.8444,1.7716,1.6929,1.6118,1.5322,1.455,1.3808,1.311,1.2459,1.1846,1.1265,1.0728,1.0231,0.97502,0.92987,0.88836,0.84851,0.81038,6
0.97057,1.098,1.229,1.3603,1.4884,1.6099,1.7219,1.82,1.9011,1.9607,1.9962,2.0043,1.9902,1.9478,1.8865,1.8141,1.7332,1.6527,1.5723,1.4927,1.4174,1.3449,1.2777,1.2153,1.1553,1.0996,1.0481,0.9988,0.95197,0.90887,0.86759,0.8279,0.79138,0.75757,0.72576,0.69576,0.66821,0.64253,0.61856,0.59631,0.57566,0.55677,0.53951,0.52366,0.50932,0.4964,0.48512,0.47502,0.46602,0.45827,0.45188,0.44665,0.44219,0.43854,0.4357,0.43338,0.43161,0.43021,0.42942,0.4291,0.42881,0.42884,0.42915,0.42968,0.97057,1.098,1.229,1.3603,1.4884,1.6099,1.7219,1.82,1.9011,1.9607,1.9962,2.0043,1.9902,1.9478,1.8865,1.8141,1.7332,1.6527,1.5723,1.4927,1.4174,1.3449,1.2777,1.2153,1.1553,1.0996,1.0481,0.9988,0.95197,0.90887,0.86759,0.8279,0.79138,0.75757,0.72576,0.69576,0.66821,0.64253,0.61856,0.59631,0.57566,0.55677,0.53951,0.52366,0.50932,0.4964,0.48512,0.47502,0.46602,0.45827,0.45188,0.44665,0.44219,0.43854,0.4357,0.43338,0.43161,0.43021,0.42942,0.4291,0.42881,0.42884,0.42915,0.42968,0.97057,1.098,1.229,1.3603,1.4884,1.6099,1.7219,1.82,1.9011,1.9607,1.9962,2.0043,1.9902,1.9478,1.8865,1.8141,1.7332,1.6527,1.5723,1.4927,1.4174,1.3449,1.2777,1.2153,1.1553,1.0996,1.0481,0.9988,0.95197,0.90887,0.86759,0.8279,0.79138,0.75757,0.72576,0.69576,0.66821,0.64253,0.61856,0.59631,0.57566,0.55677,0.53951,0.52366,0.50932,0.4964,0.48512,0.47502,0.46602,0.45827,0.45188,0.44665,0.44219,0.43854,0.4357,0.43338,0.43161,0.43021,0.42942,0.4291,0.42881,0.42884,0.42915,0.42968,0.97057,1.098,1.229,1.3603,1.4884,1.6099,1.7219,1.82,1.9011,1.9607,1.9962,2.0043,1.9902,1.9478,1.8865,1.8141,1.7332,1.6527,1.5723,1.4927,1.4174,1.3449,1.2777,1.2153,1.1553,1.0996,1.0481,0.9988,0.95197,0.90887,0.86759,0.8279,6
0.94399,1.0649,1.1929,1.3236,1.4528,1.5763,1.6889,1.7868,1.8686,1.9288,1.9631,1.9714,1.9581,1.9175,1.8589,1.7896,1.7111,1.6315,1.5526,1.4748,1.3997,1.3285,1.2623,1.2004,1.1415,1.0868,1.0367,0.98784,0.94196,0.89989,0.85934,0.82034,0.78413,0.75023,0.71834,0.68835,0.66081,0.63542,0.61175,0.58992,0.56957,0.55105,0.53406,0.51862,0.50445,0.49173,0.48054,0.47053,0.46156,0.45385,0.44765,0.44269,0.43836,0.43474,0.43186,0.42965,0.4279,0.42671,0.42606,0.42587,0.42579,0.42591,0.42641,0.42699,0.42729,0.4274,0.42782,0.42902,0.43078,0.433,0.43573,0.43938,0.44407,0.44883,0.45264,0.45487,0.45534,0.4541,0.45098,0.44614,0.44025,0.43446,0.42946,0.42547,0.42253,0.42109,0.42226,0.42789,0.43938,0.45694,0.47922,0.50342,0.52574,0.54255,0.55093,0.5492,0.53763,0.51836,0.49442,0.46898,0.44439,0.42213,0.40291,0.38687,0.37389,0.36324,0.35454,0.34752,0.3422,0.33868,0.33664,0.33573,0.33525,0.3347,0.33395,0.33316,0.33271,0.33288,0.33378,0.33523,0.33692,0.33883,0.34059,0.34217,0.34354,0.3449,0.34629,0.34791,0.42729,0.4274,0.42782,0.42902,0.43078,0.433,0.43573,0.43938,0.44407,0.44883,0.45264,0.45487,0.45534,0.4541,0.45098,0.44614,0.44025,0.43446,0.42946,0.42547,0.42253,0.42109,0.42226,0.42789,0.43938,0.45694,0.47922,0.50342,0.52574,0.54255,0.55093,0.5492,0.53763,0.51836,0.49442,0.46898,0.44439,0.42213,0.40291,0.38687,0.37389,0.36324,0.35454,0.34752,0.3422,0.33868,0.33664,0.33573,0.33525,0.3347,0.33395,0.33316,0.33271,0.33288,0.33378,0.33523,0.33692,0.33883,0.34059,0.34217,0.34354,0.3449,0.34629,0.34791,0.61732,0.63428,0.64901,0.65942,0.66378,0.66096,0.65048,0.63331,0.61198,0.58939,0.56857,0.55164,0.5395,0.53167,0.52719,0.52486,0.52373,0.52334,0.52354,0.52403,0.52487,0.52585,0.52703,0.5287,0.53084,0.53368,0.53721,0.54139,0.54617,0.55153,0.55744,0.56388,6
0.93423,1.0688,1.205,1.3397,1.47,1.593,1.7083,1.8057,1.8887,1.9499,1.9888,2.0035,1.9908,1.9517,1.8932,1.8253,1.7461,1.6648,1.5848,1.5056,1.4294,1.3563,1.2884,1.2258,1.1658,1.1103,1.0581,1.0086,0.96164,0.91821,0.87621,0.83589,0.79868,0.7642,0.73182,0.70137,0.67328,0.64726,0.62263,0.59996,0.57918,0.5603,0.5428,0.52684,0.51226,0.49892,0.4873,0.47682,0.46739,0.45942,0.45311,0.44804,0.4435,0.43983,0.43682,0.43436,0.43251,0.43094,0.43008,0.42956,0.42918,0.42906,0.42921,0.42946,0.42944,0.42946,0.42985,0.431,0.43278,0.43495,0.43775,0.4415,0.44619,0.45091,0.45465,0.4569,0.45726,0.45585,0.45257,0.44763,0.44179,0.43597,0.43103,0.42709,0.42426,0.42295,0.42429,0.4301,0.44199,0.46009,0.48292,0.50762,0.53047,0.54762,0.55617,0.55437,0.54256,0.52287,0.49854,0.47259,0.44746,0.42469,0.40499,0.38848,0.37506,0.36399,0.35501,0.34774,0.34212,0.33832,0.33613,0.33501,0.33438,0.33373,0.33294,0.33207,0.33164,0.3318,0.33265,0.33408,0.33578,0.33762,0.33935,0.3409,0.34228,0.34351,0.34484,0.34641,0.42944,0.42946,0.42985,0.431,0.43278,0.43495,0.43775,0.4415,0.44619,0.45091,0.45465,0.4569,0.45726,0.45585,0.45257,0.44763,0.44179,0.43597,0.43103,0.42709,0.42426,0.42295,0.42429,0.4301,0.44199,0.46009,0.48292,0.50762,0.53047,0.54762,0.55617,0.55437,0.54256,0.52287,0.49854,0.47259,0.44746,0.42469,0.40499,0.38848,0.37506,0.36399,0.35501,0.34774,0.34212,0.33832,0.33613,0.33501,0.33438,0.33373,0.33294,0.33207,0.33164,0.3318,0.33265,0.33408,0.33578,0.33762,0.33935,0.3409,0.34228,0.34351,0.34484,0.34641,0.61674,0.63414,0.64915,0.65974,0.66411,0.66105,0.65035,0.63284,0.61097,0.58798,0.56675,0.54948,0.53709,0.52923,0.52477,0.52248,0.52149,0.52119,0.52146,0.52199,0.52258,0.52339,0.52455,0.52621,0.52836,0.53099,0.53421,0.53816,0.54275,0.548,0.55393,0.56054,6
0.93521,1.0575,1.1851,1.314,1.4401,1.5593,1.6678,1.7598,1.8306,1.8825,1.91,1.9117,1.8935,1.8517,1.7935,1.7259,1.6508,1.5745,1.4975,1.423,1.3512,1.2818,1.2184,1.1595,1.1032,1.0511,1.0023,0.95516,0.91127,0.87073,0.83164,0.7937,0.75879,0.72655,0.69593,0.66716,0.64083,0.61674,0.59419,0.57289,0.5534,0.53535,0.51902,0.50434,0.4907,0.47841,0.46788,0.45829,0.44958,0.44214,0.43641,0.43158,0.42749,0.42419,0.42148,0.41946,0.41797,0.41688,0.41656,0.41655,0.41668,0.41691,0.41747,0.4182,0.93521,1.0575,1.1851,1.314,1.4401,1.5593,1.6678,1.7598,1.8306,1.8825,1.91,1.9117,1.8935,1.8517,1.7935,1.7259,1.6508,1.5745,1.4975,1.423,1.3512,1.2818,1.2184,1.1595,1.1032,1.0511,1.0023,0.95516,0.91127,0.87073,0.83164,0.7937,0.75879,0.72655,0.69593,0.66716,0.64083,0.61674,0.59419,0.57289,0.5534,0.53535,0.51902,0.50434,0.4907,0.47841,0.46788,0.45829,0.44958,0.44214,0.43641,0.43158,0.42749,0.42419,0.42148,0.41946,0.41797,0.41688,0.41656,0.41655,0.41668,0.41691,0.41747,0.4182,0.93521,1.0575,1.1851,1.314,1.4401,1.5593,1.6678,1.7598,1.8306,1.8825,1.91,1.9117,1.8935,1.8517,1.7935,1.7259,1.6508,1.5745,1.4975,1.423,1.3512,1.2818,1.2184,1.1595,1.1032,1.0511,1.0023,0.95516,0.91127,0.87073,0.83164,0.7937,0.75879,0.72655,0.69593,0.66716,0.64083,0.61674,0.59419,0.57289,0.5534,0.53535,0.51902,0.50434,0.4907,0.47841,0.46788,0.45829,0.44958,0.44214,0.43641,0.43158,0.42749,0.42419,0.42148,0.41946,0.41797,0.41688,0.41656,0.41655,0.41668,0.41691,0.41747,0.4182,0.93521,1.0575,1.1851,1.314,1.4401,1.5593,1.6678,1.7598,1.8306,1.8825,1.91,1.9117,1.8935,1.8517,1.7935,1.7259,1.6508,1.5745,1.4975,1.423,1.3512,1.2818,1.2184,1.1595,1.1032,1.0511,1.0023,0.95516,0.91127,0.87073,0.83164,0.7937,6
0.94031,1.0654,1.198,1.3336,1.4678,1.5962,1.7132,1.8143,1.8999,1.9627,1.9991,2.0106,1.996,1.957,1.8989,1.8286,1.7481,1.6652,1.584,1.5042,1.427,1.3539,1.2864,1.2234,1.1638,1.1085,1.0567,1.0068,0.95935,0.91537,0.87347,0.83364,0.79681,0.76232,0.72996,0.69932,0.67109,0.64475,0.62031,0.59748,0.57656,0.55768,0.54028,0.52445,0.5098,0.49681,0.48533,0.47499,0.46573,0.45758,0.45105,0.44583,0.44129,0.43746,0.43441,0.4321,0.43028,0.42896,0.42812,0.42763,0.42735,0.42744,0.42782,0.42827,0.94031,1.0654,1.198,1.3336,1.4678,1.5962,1.7132,1.8143,1.8999,1.9627,1.9991,2.0106,1.996,1.957,1.8989,1.8286,1.7481,1.6652,1.584,1.5042,1.427,1.3539,1.2864,1.2234,1.1638,1.1085,1.0567,1.0068,0.95935,0.91537,0.87347,0.83364,0.79681,0.76232,0.72996,0.69932,0.67109,0.64475,0.62031,0.59748,0.57656,0.55768,0.54028,0.52445,0.5098,0.49681,0.48533,0.47499,0.46573,0.45758,0.45105,0.44583,0.44129,0.43746,0.43441,0.4321,0.43028,0.42896,0.42812,0.42763,0.42735,0.42744,0.42782,0.42827,0.94031,1.0654,1.198,1.3336,1.4678,1.5962,1.7132,1.8143,1.8999,1.9627,1.9991,2.0106,1.996,1.957,1.8989,1.8286,1.7481,1.6652,1.584,1.5042,1.427,1.3539,1.2864,1.2234,1.1638,1.1085,1.0567,1.0068,0.95935,0.91537,0.87347,0.83364,0.79681,0.76232,0.72996,0.69932,0.67109,0.64475,0.62031,0.59748,0.57656,0.55768,0.54028,0.52445,0.5098,0.49681,0.48533,0.47499,0.46573,0.45758,0.45105,0.44583,0.44129,0.43746,0.43441,0.4321,0.43028,0.42896,0.42812,0.42763,0.42735,0.42744,0.42782,0.42827,0.94031,1.0654,1.198,1.3336,1.4678,1.5962,1.7132,1.8143,1.8999,1.9627,1.9991,2.0106,1.996,1.957,1.8989,1.8286,1.7481,1.6652,1.584,1.5042,1.427,1.3539,1.2864,1.2234,1.1638,1.1085,1.0567,1.0068,0.95935,0.91537,0.87347,0.83364,6
0.70127,0.76476,0.79113,0.78618,0.7557,0.70548,0.6428,0.56967,0.49599,0.42975,0.37563,0.3341,0.30417,0.28234,0.26497,0.25091,0.23987,0.23183,0.22612,0.2221,0.21919,0.21623,0.21249,0.20821,0.20334,0.19747,0.19152,0.18649,0.18182,0.17802,0.17545,0.17348,0.17226,0.17205,0.17236,0.17267,0.17327,0.17434,0.17539,0.17621,0.17715,0.17834,0.17974,0.18118,0.18269,0.18443,0.1865,0.1888,0.191,0.1932,0.19577,0.19868,0.20164,0.20461,0.2079,0.21141,0.21515,0.21926,0.22369,0.22836,0.23305,0.23789,0.24301,0.2482,0.70127,0.76476,0.79113,0.78618,0.7557,0.70548,0.6428,0.56967,0.49599,0.42975,0.37563,0.3341,0.30417,0.28234,0.26497,0.25091,0.23987,0.23183,0.22612,0.2221,0.21919,0.21623,0.21249,0.20821,0.20334,0.19747,0.19152,0.18649,0.18182,0.17802,0.17545,0.17348,0.17226,0.17205,0.17236,0.17267,0.17327,0.17434,0.17539,0.17621,0.17715,0.17834,0.17974,0.18118,0.18269,0.18443,0.1865,0.1888,0.191,0.1932,0.19577,0.19868,0.20164,0.20461,0.2079,0.21141,0.21515,0.21926,0.22369,0.22836,0.23305,0.23789,0.24301,0.2482,0.70127,0.76476,0.79113,0.78618,0.7557,0.70548,0.6428,0.56967,0.49599,0.42975,0.37563,0.3341,0.30417,0.28234,0.26497,0.25091,0.23987,0.23183,0.22612,0.2221,0.21919,0.21623,0.21249,0.20821,0.20334,0.19747,0.19152,0.18649,0.18182,0.17802,0.17545,0.17348,0.17226,0.17205,0.17236,0.17267,0.17327,0.17434,0.17539,0.17621,0.17715,0.17834,0.17974,0.18118,0.18269,0.18443,0.1865,0.1888,0.191,0.1932,0.19577,0.19868,0.20164,0.20461,0.2079,0.21141,0.21515,0.21926,0.22369,0.22836,0.23305,0.23789,0.24301,0.2482,0.70127,0.76476,0.79113,0.78618,0.7557,0.70548,0.6428,0.56967,0.49599,0.42975,0.37563,0.3341,0.30417,0.28234,0.26497,0.25091,0.23987,0.23183,0.22612,0.2221,0.21919,0.21623,0.21249,0.20821,0.20334,0.19747,0.19152,0.18649,0.18182,0.17802,0.17545,0.17348,7
0.70469,0.77288,0.80219,0.79876,0.76874,0.71828,0.65554,0.582,0.50762,0.44158,0.38753,0.34606,0.31607,0.29409,0.27693,0.26328,0.25286,0.24511,0.23973,0.23578,0.23274,0.22979,0.2259,0.22138,0.21646,0.21059,0.20467,0.19963,0.19497,0.1911,0.18852,0.18666,0.18525,0.18504,0.18541,0.18567,0.18624,0.18734,0.18837,0.18911,0.18993,0.19103,0.19229,0.1937,0.19511,0.19679,0.1989,0.20122,0.20346,0.20568,0.20826,0.21114,0.21407,0.21705,0.22026,0.22373,0.22743,0.23147,0.2359,0.24052,0.24519,0.24994,0.25502,0.26017,0.70469,0.77288,0.80219,0.79876,0.76874,0.71828,0.65554,0.582,0.50762,0.44158,0.38753,0.34606,0.31607,0.29409,0.27693,0.26328,0.25286,0.24511,0.23973,0.23578,0.23274,0.22979,0.2259,0.22138,0.21646,0.21059,0.20467,0.19963,0.19497,0.1911,0.18852,0.18666,0.18525,0.18504,0.18541,0.18567,0.18624,0.18734,0.18837,0.18911,0.18993,0.19103,0.19229,0.1937,0.19511,0.19679,0.1989,0.20122,0.20346,0.20568,0.20826,0.21114,0.21407,0.21705,0.22026,0.22373,0.22743,0.23147,0.2359,0.24052,0.24519,0.24994,0.25502,0.26017,0.70469,0.77288,0.80219,0.79876,0.76874,0.71828,0.65554,0.582,0.50762,0.44158,0.38753,0.34606,0.31607,0.29409,0.27693,0.26328,0.25286,0.24511,0.23973,0.23578,0.23274,0.22979,0.2259,0.22138,0.21646,0.21059,0.20467,0.19963,0.19497,0.1911,0.18852,0.18666,0.18525,0.18504,0.18541,0.18567,0.18624,0.18734,0.18837,0.18911,0.18993,0.19103,0.19229,0.1937,0.19511,0.19679,0.1989,0.20122,0.20346,0.20568,0.20826,0.21114,0.21407,0.21705,0.22026,0.22373,0.22743,0.23147,0.2359,0.24052,0.24519,0.24994,0.25502,0.26017,0.70469,0.77288,0.80219,0.79876,0.76874,0.71828,0.65554,0.582,0.50762,0.44158,0.38753,0.34606,0.31607,0.29409,0.27693,0.26328,0.25286,0.24511,0.23973,0.23578,0.23274,0.22979,0.2259,0.22138,0.21646,0.21059,0.20467,0.19963,0.19497,0.1911,0.18852,0.18666,7
0.71491,0.78856,0.82233,0.82241,0.79495,0.74614,0.68407,0.61004,0.53466,0.46775,0.41258,0.37087,0.34116,0.31955,0.30234,0.28881,0.27846,0.27104,0.26585,0.2623,0.25939,0.25657,0.25301,0.24857,0.24367,0.23792,0.23222,0.22731,0.22276,0.21905,0.21652,0.21466,0.21343,0.21315,0.21358,0.21384,0.21443,0.21544,0.2164,0.21712,0.21783,0.21894,0.22022,0.22169,0.22319,0.22485,0.22697,0.2293,0.2315,0.23376,0.23634,0.2394,0.24242,0.2455,0.24882,0.25238,0.25616,0.26021,0.26461,0.26932,0.27413,0.27903,0.2842,0.28946,0.71491,0.78856,0.82233,0.82241,0.79495,0.74614,0.68407,0.61004,0.53466,0.46775,0.41258,0.37087,0.34116,0.31955,0.30234,0.28881,0.27846,0.27104,0.26585,0.2623,0.25939,0.25657,0.25301,0.24857,0.24367,0.23792,0.23222,0.22731,0.22276,0.21905,0.21652,0.21466,0.21343,0.21315,0.21358,0.21384,0.21443,0.21544,0.2164,0.21712,0.21783,0.21894,0.22022,0.22169,0.22319,0.22485,0.22697,0.2293,0.2315,0.23376,0.23634,0.2394,0.24242,0.2455,0.24882,0.25238,0.25616,0.26021,0.26461,0.26932,0.27413,0.27903,0.2842,0.28946,0.71491,0.78856,0.82233,0.82241,0.79495,0.74614,0.68407,0.61004,0.53466,0.46775,0.41258,0.37087,0.34116,0.31955,0.30234,0.28881,0.27846,0.27104,0.26585,0.2623,0.25939,0.25657,0.25301,0.24857,0.24367,0.23792,0.23222,0.22731,0.22276,0.21905,0.21652,0.21466,0.21343,0.21315,0.21358,0.21384,0.21443,0.21544,0.2164,0.21712,0.21783,0.21894,0.22022,0.22169,0.22319,0.22485,0.22697,0.2293,0.2315,0.23376,0.23634,0.2394,0.24242,0.2455,0.24882,0.25238,0.25616,0.26021,0.26461,0.26932,0.27413,0.27903,0.2842,0.28946,0.71491,0.78856,0.82233,0.82241,0.79495,0.74614,0.68407,0.61004,0.53466,0.46775,0.41258,0.37087,0.34116,0.31955,0.30234,0.28881,0.27846,0.27104,0.26585,0.2623,0.25939,0.25657,0.25301,0.24857,0.24367,0.23792,0.23222,0.22731,0.22276,0.21905,0.21652,0.21466,7
