WN1,WN2,WN3,WN4,WN5,WN6,WN7,WN8,WN9,WN10,WN11,WN12,WN13,WN14,WN15,WN16,WN17,WN18,WN19,WN20,WN21,WN22,WN23,WN24,WN25,WN26,WN27,WN28,WN29,WN30,WN31,WN32,WN33,WN34,WN35,WN36,WN37,WN38,WN39,WN40,WN41,WN42,WN43,WN44,WN45,WN46,WN47,WN48,WN49,WN50,WN51,WN52,WN53,WN54,WN55,WN56,WN57,WN58,WN59,WN60,WN61,WN62,WN63,WN64,WN65,WN66,WN67,WN68,WN69,WN70,WN71,WN72,WN73,WN74,WN75,WN76,WN77,WN78,WN79,WN80,WN81,WN82,WN83,WN84,WN85,WN86,WN87,WN88,WN89,WN90,WN91,WN92,WN93,WN94,WN95,WN96,WN97,WN98,WN99,WN100,WN101,WN102,WN103,WN104,WN105,WN106,WN107,WN108,WN109,WN110,WN111,WN112,WN113,WN114,WN115,WN116,WN117,WN118,WN119,WN120,WN121,WN122,WN123,WN124,WN125,WN126,WN127,WN128,WN129,WN130,WN131,WN132,WN133,WN134,WN135,WN136,WN137,WN138,WN139,WN140,WN141,WN142,WN143,WN144,WN145,WN146,WN147,WN148,WN149,WN150,WN151,WN152,WN153,WN154,WN155,WN156,WN157,WN158,WN159,WN160,WN161,WN162,WN163,WN164,WN165,WN166,WN167,WN168,WN169,WN170,WN171,WN172,WN173,WN174,WN175,WN176,WN177,WN178,WN179,WN180,WN181,WN182,WN183,WN184,WN185,WN186,WN187,WN188,WN189,WN190,WN191,WN192,WN193,WN194,WN195,WN196,WN197,WN198,WN199,WN200,WN201,WN202,WN203,WN204,WN205,WN206,WN207,WN208,WN209,WN210,WN211,WN212,WN213,WN214,WN215,WN216,WN217,WN218,WN219,WN220,WN221,WN222,WN223,WN224,Label
1.2025,1.3334,1.466,1.6027,1.7459,1.898,2.0537,2.2192,2.4231,2.6669,2.9762,3.328,3.677,3.978,4.188,4.2675,4.2045,4.06,3.855,3.6257,3.4297,3.2671,3.1282,3.0169,2.9171,2.8112,2.7157,2.6508,2.5845,2.5253,2.4829,2.4447,2.4122,2.3946,2.3877,2.3792,2.3767,2.3813,2.3793,2.3606,2.3065,2.3408,2.5993,2.8531,3.0158,3.0485,2.9475,2.7166,2.372,1.9515,1.5308,1.2893,1.2554,1.1913,1.1161,1.0294,0.93726,0.85084,0.78257,0.73829,0.71505,0.70355,0.69592,0.68674,0.67363,0.65698,0.63849,0.62052,0.60433,0.59035,0.57978,0.57317,0.57144,0.57566,0.58691,0.60664,0.63457,0.66816,0.70254,0.73202,0.75125,0.75649,0.7471,0.72515,0.69462,0.66107,0.62955,0.60395,0.58634,0.57696,0.57525,0.58102,0.59587,0.62255,0.66657,0.73768,0.85172,1.0312,1.2939,1.6166,1.9335,2.1699,2.2701,2.2087,1.9941,1.6661,1.2904,0.94471,0.69001,0.53602,0.45587,0.41849,0.40159,0.39241,0.3851,0.37782,0.37078,0.36461,0.35998,0.35709,0.35586,0.35578,0.35659,0.3579,0.35952,0.36136,0.36341,0.36566,0.36821,0.37111,0.37443,0.37813,0.38198,0.38552,0.38826,0.39011,0.39098,0.39118,0.39116,0.39118,0.39162,0.39258,0.39401,0.39558,0.39705,0.39864,0.40033,0.40241,0.405,0.408,0.4114,0.415,0.41849,0.42159,0.42433,0.4267,0.4288,0.43092,0.43306,0.43538,0.43784,0.44031,0.44267,0.44492,0.447,0.44873,0.45045,0.45223,0.45397,0.45594,0.45797,0.46022,0.46285,0.46591,0.46953,0.47367,0.47858,0.4842,0.49071,0.49843,0.50695,0.51596,0.52485,0.53295,0.54029,0.54713,0.55422,0.5628,0.57357,0.58699,0.60255,0.61964,0.63745,0.65457,0.66946,0.67973,0.68397,0.68128,0.67127,0.655,0.63466,0.61329,0.59404,0.57854,0.5677,0.56132,0.55906,0.55964,0.56167,0.56461,0.56794,0.57127,0.57427,0.57616,0.57748,0.5785,0.5797,0.58106,0.58269,0.58511,0.58828,0.59233,0.59741,0.60366,3
1.2201,1.3287,1.4491,1.5822,1.7289,1.8902,2.0716,2.2601,2.45,2.6752,2.9658,3.2928,3.6353,3.9223,4.1358,4.2334,4.1999,4.0769,3.8712,3.6442,3.4534,3.2888,3.1601,3.0311,2.9278,2.8136,2.7083,2.6423,2.5819,2.5251,2.4821,2.4446,2.4121,2.3928,2.3865,2.3768,2.3722,2.3754,2.376,2.3601,2.3071,2.3139,2.5775,2.8442,3.0244,3.0745,2.9857,2.7665,2.4308,2.0127,1.582,1.309,1.2817,1.2166,1.1401,1.0521,0.95795,0.87008,0.80017,0.75504,0.731,0.71948,0.71155,0.70191,0.68829,0.67154,0.65292,0.63476,0.61805,0.60393,0.59288,0.58602,0.58407,0.58825,0.5998,0.62002,0.64856,0.68273,0.71758,0.74738,0.76665,0.77198,0.76252,0.74017,0.70931,0.67519,0.64318,0.61707,0.59916,0.58942,0.58756,0.59363,0.60898,0.63621,0.68114,0.75328,0.86893,1.0517,1.3184,1.6463,1.968,2.2079,2.3092,2.2463,2.0279,1.6944,1.3127,0.96219,0.70385,0.54807,0.46689,0.42896,0.41159,0.40219,0.39469,0.38735,0.38025,0.37407,0.36949,0.36655,0.36537,0.36541,0.36622,0.36764,0.3692,0.37105,0.37304,0.37524,0.37771,0.38063,0.384,0.38772,0.3916,0.39522,0.39808,0.40002,0.40096,0.40123,0.40122,0.40135,0.40175,0.40259,0.40395,0.40554,0.40703,0.40847,0.41004,0.41196,0.4144,0.41742,0.42081,0.42437,0.428,0.4313,0.43402,0.43623,0.43823,0.44027,0.44227,0.44451,0.44684,0.4493,0.45177,0.4541,0.45616,0.45799,0.45989,0.46166,0.46343,0.46546,0.46748,0.46973,0.47229,0.47528,0.47887,0.4831,0.48803,0.49375,0.50061,0.50862,0.51737,0.52641,0.53534,0.54357,0.55098,0.55789,0.56553,0.57458,0.58589,0.59968,0.61544,0.63269,0.6507,0.66812,0.68303,0.69366,0.69845,0.69569,0.6854,0.6687,0.64744,0.62523,0.60519,0.5893,0.57802,0.57174,0.56969,0.5703,0.57274,0.57607,0.57934,0.58266,0.58562,0.58788,0.58891,0.5898,0.59095,0.5924,0.59448,0.59704,0.60022,0.60409,0.60875,0.61428,3
1.2098,1.3239,1.444,1.5726,1.7124,1.8659,2.0427,2.2298,2.4145,2.6445,2.9325,3.2668,3.6475,3.979,4.2122,4.3218,4.3014,4.1746,3.9599,3.7153,3.4911,3.3131,3.1888,3.0647,2.9448,2.8304,2.7251,2.6545,2.5964,2.5378,2.5018,2.4656,2.4366,2.42,2.411,2.3987,2.3895,2.3878,2.3863,2.3676,2.3026,2.3797,2.6356,2.8742,3.0185,3.0302,2.9077,2.6608,2.305,1.88,1.4631,1.2674,1.2225,1.1582,1.0841,0.99841,0.90821,0.82364,0.75581,0.71162,0.68771,0.67633,0.66887,0.65974,0.64725,0.63098,0.61293,0.59485,0.57816,0.56431,0.55351,0.54691,0.54518,0.54911,0.56064,0.57999,0.60735,0.6401,0.67376,0.70256,0.72121,0.72643,0.71729,0.69555,0.66592,0.63313,0.60234,0.57728,0.55995,0.55059,0.54876,0.5546,0.56942,0.59605,0.6396,0.71012,0.82176,0.99705,1.2497,1.5587,1.8631,2.0915,2.1898,2.1331,1.9286,1.6147,1.2533,0.91948,0.66962,0.51614,0.43517,0.39666,0.37912,0.36975,0.3624,0.3552,0.34826,0.34226,0.3377,0.335,0.33366,0.33376,0.33468,0.33611,0.33756,0.33928,0.34103,0.34307,0.34529,0.348,0.35115,0.35501,0.3589,0.36251,0.36537,0.36737,0.36825,0.3683,0.36802,0.36798,0.36829,0.36914,0.37032,0.3717,0.37328,0.37471,0.37614,0.37812,0.38067,0.38377,0.38713,0.39077,0.3943,0.39754,0.40021,0.40226,0.40409,0.40619,0.40831,0.41062,0.413,0.41552,0.41791,0.42028,0.42222,0.42399,0.42575,0.42761,0.42946,0.43139,0.43339,0.43566,0.43829,0.44152,0.44508,0.44927,0.45425,0.45992,0.46661,0.47452,0.48336,0.49268,0.50187,0.51043,0.51795,0.52495,0.53237,0.54104,0.55217,0.56589,0.582,0.5996,0.61785,0.63555,0.65073,0.66117,0.66548,0.66228,0.65165,0.63464,0.61355,0.59109,0.57062,0.55412,0.5426,0.53639,0.53494,0.53653,0.5397,0.5438,0.54845,0.55213,0.55424,0.55535,0.55585,0.55662,0.55784,0.55906,0.56035,0.56295,0.56633,0.57056,0.57571,0.58185,3
1.233,1.3548,1.4854,1.6256,1.7762,1.9381,2.1045,2.2851,2.4871,2.7393,3.027,3.3756,3.6884,3.9535,4.1128,4.1798,4.1148,3.9734,3.7766,3.5661,3.3868,3.2581,3.1115,2.9941,2.8846,2.7899,2.6995,2.6317,2.5748,2.5211,2.4812,2.4416,2.4057,2.3872,2.3818,2.3733,2.3659,2.37,2.3707,2.354,2.2986,2.3351,2.5945,2.8496,3.0173,3.0547,2.9559,2.7317,2.3933,1.9796,1.5606,1.321,1.284,1.2194,1.144,1.0587,0.9671,0.88172,0.81309,0.76837,0.74451,0.73294,0.72458,0.71452,0.70099,0.68438,0.66607,0.64846,0.63239,0.61842,0.60769,0.60105,0.59956,0.60364,0.61517,0.6349,0.66289,0.69636,0.73063,0.75988,0.77911,0.78468,0.77619,0.75459,0.72492,0.69174,0.66069,0.63567,0.61841,0.60934,0.6081,0.61462,0.63045,0.65806,0.70325,0.77512,0.88932,1.0674,1.3236,1.6369,1.9442,2.174,2.2715,2.2123,2.0041,1.6857,1.3206,0.98381,0.73276,0.57956,0.49876,0.46068,0.44301,0.43354,0.42611,0.41914,0.41247,0.40679,0.40257,0.40037,0.39954,0.39988,0.401,0.40273,0.40486,0.40729,0.40991,0.41302,0.41641,0.42036,0.42438,0.42899,0.43348,0.4377,0.44112,0.44365,0.44523,0.44614,0.44655,0.44709,0.44777,0.44907,0.45073,0.45267,0.45439,0.45613,0.45808,0.46052,0.46338,0.46669,0.47037,0.47419,0.47796,0.48156,0.48445,0.48699,0.48938,0.4918,0.49427,0.4969,0.49965,0.50222,0.50485,0.50749,0.5098,0.51206,0.51398,0.5159,0.51799,0.52016,0.52243,0.52508,0.5282,0.5318,0.53573,0.54023,0.54536,0.5513,0.55843,0.56675,0.5762,0.58639,0.5965,0.60577,0.61397,0.62205,0.63045,0.64016,0.65233,0.66702,0.68349,0.70177,0.72084,0.73906,0.7548,0.76599,0.77045,0.76718,0.75666,0.73933,0.71713,0.69451,0.6741,0.65756,0.64604,0.63989,0.63824,0.63948,0.64283,0.64666,0.65048,0.6547,0.65787,0.66019,0.66131,0.6625,0.66338,0.66423,0.66543,0.66689,0.66894,0.67181,0.67567,0.68074,3
1.2198,1.3366,1.4627,1.599,1.7461,1.9049,2.0716,2.2513,2.4413,2.6728,2.9646,3.3133,3.6371,3.9073,4.1258,4.2209,4.1907,4.0851,3.8993,3.6859,3.5117,3.3648,3.2011,3.0682,2.9674,2.8447,2.7484,2.6781,2.609,2.5465,2.5079,2.4697,2.4359,2.4126,2.4016,2.3943,2.3917,2.3901,2.3929,2.3812,2.3259,2.3706,2.628,2.8781,3.0402,3.0739,2.9725,2.7408,2.3997,1.9807,1.5581,1.3237,1.2858,1.2192,1.145,1.0605,0.96982,0.88439,0.81575,0.7705,0.74608,0.73362,0.7254,0.7162,0.70349,0.68729,0.66872,0.65039,0.63394,0.61997,0.60918,0.60235,0.60042,0.60427,0.6156,0.63533,0.66279,0.69622,0.73067,0.76024,0.77977,0.78557,0.77672,0.75509,0.725,0.69154,0.65995,0.63444,0.61686,0.60747,0.60597,0.61226,0.62735,0.65417,0.69795,0.76802,0.87999,1.0553,1.3082,1.6173,1.9216,2.1503,2.2488,2.1923,1.9879,1.6738,1.3128,0.97873,0.72852,0.57443,0.49297,0.45432,0.4366,0.4272,0.41988,0.41293,0.4062,0.4004,0.39591,0.39312,0.39197,0.39212,0.39317,0.39478,0.39666,0.39888,0.40136,0.40403,0.40703,0.41052,0.41452,0.41909,0.42355,0.42757,0.43076,0.43299,0.43422,0.43436,0.43418,0.43412,0.43452,0.43565,0.43709,0.43872,0.44029,0.44205,0.44385,0.44572,0.44828,0.45149,0.45522,0.45901,0.46261,0.46594,0.46879,0.47146,0.47372,0.47581,0.47812,0.48066,0.48325,0.4858,0.48834,0.4908,0.49327,0.49559,0.49765,0.49959,0.50154,0.50355,0.50567,0.508,0.51072,0.51386,0.51776,0.52215,0.52749,0.53357,0.54053,0.5487,0.55791,0.56766,0.57761,0.58673,0.59507,0.60286,0.61142,0.62146,0.63389,0.64887,0.66566,0.68395,0.70289,0.72086,0.73604,0.74663,0.75121,0.74831,0.73767,0.71984,0.69744,0.674,0.65276,0.63566,0.62357,0.61714,0.61554,0.61738,0.62113,0.62573,0.63045,0.63462,0.63838,0.64008,0.64076,0.64155,0.64212,0.64334,0.64462,0.64665,0.64953,0.65345,0.65864,0.66529,3
0.88315,0.95285,1.0265,1.1017,1.1761,1.2471,1.3136,1.3693,1.4136,1.4444,1.4625,1.4673,1.4579,1.4319,1.3963,1.3542,1.3081,1.2595,1.2112,1.1625,1.1159,1.071,1.0272,0.98544,0.94514,0.90656,0.87108,0.83645,0.80358,0.77276,0.74366,0.71583,0.68977,0.66573,0.64282,0.62078,0.6004,0.5808,0.56196,0.54424,0.52755,0.51226,0.49836,0.48549,0.47379,0.46339,0.45428,0.44596,0.43844,0.432,0.42682,0.42271,0.41922,0.41633,0.41433,0.41279,0.41174,0.41127,0.4114,0.4118,0.41246,0.41337,0.41455,0.41562,0.88315,0.95285,1.0265,1.1017,1.1761,1.2471,1.3136,1.3693,1.4136,1.4444,1.4625,1.4673,1.4579,1.4319,1.3963,1.3542,1.3081,1.2595,1.2112,1.1625,1.1159,1.071,1.0272,0.98544,0.94514,0.90656,0.87108,0.83645,0.80358,0.77276,0.74366,0.71583,0.68977,0.66573,0.64282,0.62078,0.6004,0.5808,0.56196,0.54424,0.52755,0.51226,0.49836,0.48549,0.47379,0.46339,0.45428,0.44596,0.43844,0.432,0.42682,0.42271,0.41922,0.41633,0.41433,0.41279,0.41174,0.41127,0.4114,0.4118,0.41246,0.41337,0.41455,0.41562,0.88315,0.95285,1.0265,1.1017,1.1761,1.2471,1.3136,1.3693,1.4136,1.4444,1.4625,1.4673,1.4579,1.4319,1.3963,1.3542,1.3081,1.2595,1.2112,1.1625,1.1159,1.071,1.0272,0.98544,0.94514,0.90656,0.87108,0.83645,0.80358,0.77276,0.74366,0.71583,0.68977,0.66573,0.64282,0.62078,0.6004,0.5808,0.56196,0.54424,0.52755,0.51226,0.49836,0.48549,0.47379,0.46339,0.45428,0.44596,0.43844,0.432,0.42682,0.42271,0.41922,0.41633,0.41433,0.41279,0.41174,0.41127,0.4114,0.4118,0.41246,0.41337,0.41455,0.41562,0.88315,0.95285,1.0265,1.1017,1.1761,1.2471,1.3136,1.3693,1.4136,1.4444,1.4625,1.4673,1.4579,1.4319,1.3963,1.3542,1.3081,1.2595,1.2112,1.1625,1.1159,1.071,1.0272,0.98544,0.94514,0.90656,0.87108,0.83645,0.80358,0.77276,0.74366,0.71583,4
0.88509,0.96111,1.0384,1.1149,1.1889,1.2584,1.3232,1.3774,1.4192,1.4478,1.4627,1.4646,1.4523,1.4261,1.3898,1.3482,1.3027,1.2542,1.2042,1.1533,1.1042,1.0574,1.0118,0.96929,0.92825,0.88926,0.85301,0.81789,0.78433,0.75291,0.72311,0.6946,0.66815,0.64398,0.6207,0.59884,0.57838,0.55923,0.54085,0.52329,0.50681,0.49175,0.47799,0.46548,0.45394,0.44397,0.43504,0.42709,0.41969,0.4132,0.40801,0.40396,0.40055,0.39785,0.39594,0.39458,0.39354,0.39317,0.39335,0.39395,0.39469,0.39567,0.39698,0.39815,0.88509,0.96111,1.0384,1.1149,1.1889,1.2584,1.3232,1.3774,1.4192,1.4478,1.4627,1.4646,1.4523,1.4261,1.3898,1.3482,1.3027,1.2542,1.2042,1.1533,1.1042,1.0574,1.0118,0.96929,0.92825,0.88926,0.85301,0.81789,0.78433,0.75291,0.72311,0.6946,0.66815,0.64398,0.6207,0.59884,0.57838,0.55923,0.54085,0.52329,0.50681,0.49175,0.47799,0.46548,0.45394,0.44397,0.43504,0.42709,0.41969,0.4132,0.40801,0.40396,0.40055,0.39785,0.39594,0.39458,0.39354,0.39317,0.39335,0.39395,0.39469,0.39567,0.39698,0.39815,0.88509,0.96111,1.0384,1.1149,1.1889,1.2584,1.3232,1.3774,1.4192,1.4478,1.4627,1.4646,1.4523,1.4261,1.3898,1.3482,1.3027,1.2542,1.2042,1.1533,1.1042,1.0574,1.0118,0.96929,0.92825,0.88926,0.85301,0.81789,0.78433,0.75291,0.72311,0.6946,0.66815,0.64398,0.6207,0.59884,0.57838,0.55923,0.54085,0.52329,0.50681,0.49175,0.47799,0.46548,0.45394,0.44397,0.43504,0.42709,0.41969,0.4132,0.40801,0.40396,0.40055,0.39785,0.39594,0.39458,0.39354,0.39317,0.39335,0.39395,0.39469,0.39567,0.39698,0.39815,0.88509,0.96111,1.0384,1.1149,1.1889,1.2584,1.3232,1.3774,1.4192,1.4478,1.4627,1.4646,1.4523,1.4261,1.3898,1.3482,1.3027,1.2542,1.2042,1.1533,1.1042,1.0574,1.0118,0.96929,0.92825,0.88926,0.85301,0.81789,0.78433,0.75291,0.72311,0.6946,4
0.8814,0.95344,1.0276,1.1019,1.1743,1.2426,1.3061,1.3598,1.402,1.4307,1.4478,1.451,1.4409,1.4152,1.3792,1.3368,1.2901,1.2417,1.1923,1.1425,1.0951,1.0496,1.0058,0.96388,0.92403,0.88573,0.85035,0.81582,0.78317,0.75249,0.72312,0.69514,0.66906,0.64498,0.6223,0.60079,0.58108,0.56265,0.54516,0.52841,0.51264,0.49825,0.48507,0.4727,0.46139,0.45142,0.44275,0.43495,0.4278,0.42159,0.4167,0.41272,0.40928,0.4065,0.40464,0.40329,0.40233,0.40195,0.40231,0.40302,0.40399,0.40515,0.40657,0.40788,0.8814,0.95344,1.0276,1.1019,1.1743,1.2426,1.3061,1.3598,1.402,1.4307,1.4478,1.451,1.4409,1.4152,1.3792,1.3368,1.2901,1.2417,1.1923,1.1425,1.0951,1.0496,1.0058,0.96388,0.92403,0.88573,0.85035,0.81582,0.78317,0.75249,0.72312,0.69514,0.66906,0.64498,0.6223,0.60079,0.58108,0.56265,0.54516,0.52841,0.51264,0.49825,0.48507,0.4727,0.46139,0.45142,0.44275,0.43495,0.4278,0.42159,0.4167,0.41272,0.40928,0.4065,0.40464,0.40329,0.40233,0.40195,0.40231,0.40302,0.40399,0.40515,0.40657,0.40788,0.8814,0.95344,1.0276,1.1019,1.1743,1.2426,1.3061,1.3598,1.402,1.4307,1.4478,1.451,1.4409,1.4152,1.3792,1.3368,1.2901,1.2417,1.1923,1.1425,1.0951,1.0496,1.0058,0.96388,0.92403,0.88573,0.85035,0.81582,0.78317,0.75249,0.72312,0.69514,0.66906,0.64498,0.6223,0.60079,0.58108,0.56265,0.54516,0.52841,0.51264,0.49825,0.48507,0.4727,0.46139,0.45142,0.44275,0.43495,0.4278,0.42159,0.4167,0.41272,0.40928,0.4065,0.40464,0.40329,0.40233,0.40195,0.40231,0.40302,0.40399,0.40515,0.40657,0.40788,0.8814,0.95344,1.0276,1.1019,1.1743,1.2426,1.3061,1.3598,1.402,1.4307,1.4478,1.451,1.4409,1.4152,1.3792,1.3368,1.2901,1.2417,1.1923,1.1425,1.0951,1.0496,1.0058,0.96388,0.92403,0.88573,0.85035,0.81582,0.78317,0.75249,0.72312,0.69514,4
0.88832,0.96454,1.0408,1.1154,1.1867,1.2532,1.314,1.3661,1.4074,1.4357,1.4493,1.4497,1.4381,1.4105,1.3727,1.3283,1.2806,1.2312,1.1804,1.1298,1.0807,1.0338,0.98943,0.94718,0.90638,0.86801,0.8326,0.79788,0.7647,0.73358,0.70422,0.6763,0.65004,0.62633,0.60371,0.58247,0.5631,0.54497,0.52786,0.51134,0.49587,0.48171,0.46864,0.45653,0.44537,0.43552,0.42691,0.41911,0.41198,0.40556,0.40048,0.39659,0.39336,0.39079,0.38903,0.38766,0.38678,0.38649,0.38688,0.38753,0.38839,0.38952,0.39098,0.39231,0.88832,0.96454,1.0408,1.1154,1.1867,1.2532,1.314,1.3661,1.4074,1.4357,1.4493,1.4497,1.4381,1.4105,1.3727,1.3283,1.2806,1.2312,1.1804,1.1298,1.0807,1.0338,0.98943,0.94718,0.90638,0.86801,0.8326,0.79788,0.7647,0.73358,0.70422,0.6763,0.65004,0.62633,0.60371,0.58247,0.5631,0.54497,0.52786,0.51134,0.49587,0.48171,0.46864,0.45653,0.44537,0.43552,0.42691,0.41911,0.41198,0.40556,0.40048,0.39659,0.39336,0.39079,0.38903,0.38766,0.38678,0.38649,0.38688,0.38753,0.38839,0.38952,0.39098,0.39231,0.88832,0.96454,1.0408,1.1154,1.1867,1.2532,1.314,1.3661,1.4074,1.4357,1.4493,1.4497,1.4381,1.4105,1.3727,1.3283,1.2806,1.2312,1.1804,1.1298,1.0807,1.0338,0.98943,0.94718,0.90638,0.86801,0.8326,0.79788,0.7647,0.73358,0.70422,0.6763,0.65004,0.62633,0.60371,0.58247,0.5631,0.54497,0.52786,0.51134,0.49587,0.48171,0.46864,0.45653,0.44537,0.43552,0.42691,0.41911,0.41198,0.40556,0.40048,0.39659,0.39336,0.39079,0.38903,0.38766,0.38678,0.38649,0.38688,0.38753,0.38839,0.38952,0.39098,0.39231,0.88832,0.96454,1.0408,1.1154,1.1867,1.2532,1.314,1.3661,1.4074,1.4357,1.4493,1.4497,1.4381,1.4105,1.3727,1.3283,1.2806,1.2312,1.1804,1.1298,1.0807,1.0338,0.98943,0.94718,0.90638,0.86801,0.8326,0.79788,0.7647,0.73358,0.70422,0.6763,4
0.87461,0.95375,1.0326,1.1096,1.1829,1.2509,1.3141,1.3645,1.4055,1.4327,1.4468,1.4484,1.4346,1.4079,1.3696,1.326,1.2782,1.2279,1.1776,1.1273,1.0786,1.032,0.98728,0.94511,0.90429,0.86604,0.83036,0.79628,0.76391,0.73351,0.70452,0.67676,0.65055,0.6264,0.60356,0.58218,0.56245,0.54451,0.52723,0.51072,0.4955,0.48156,0.46877,0.45685,0.4459,0.43612,0.42752,0.41979,0.41258,0.40625,0.40145,0.39749,0.39423,0.39171,0.38999,0.38874,0.38795,0.38774,0.38826,0.38899,0.3898,0.39083,0.39225,0.39362,0.87461,0.95375,1.0326,1.1096,1.1829,1.2509,1.3141,1.3645,1.4055,1.4327,1.4468,1.4484,1.4346,1.4079,1.3696,1.326,1.2782,1.2279,1.1776,1.1273,1.0786,1.032,0.98728,0.94511,0.90429,0.86604,0.83036,0.79628,0.76391,0.73351,0.70452,0.67676,0.65055,0.6264,0.60356,0.58218,0.56245,0.54451,0.52723,0.51072,0.4955,0.48156,0.46877,0.45685,0.4459,0.43612,0.42752,0.41979,0.41258,0.40625,0.40145,0.39749,0.39423,0.39171,0.38999,0.38874,0.38795,0.38774,0.38826,0.38899,0.3898,0.39083,0.39225,0.39362,0.87461,0.95375,1.0326,1.1096,1.1829,1.2509,1.3141,1.3645,1.4055,1.4327,1.4468,1.4484,1.4346,1.4079,1.3696,1.326,1.2782,1.2279,1.1776,1.1273,1.0786,1.032,0.98728,0.94511,0.90429,0.86604,0.83036,0.79628,0.76391,0.73351,0.70452,0.67676,0.65055,0.6264,0.60356,0.58218,0.56245,0.54451,0.52723,0.51072,0.4955,0.48156,0.46877,0.45685,0.4459,0.43612,0.42752,0.41979,0.41258,0.40625,0.40145,0.39749,0.39423,0.39171,0.38999,0.38874,0.38795,0.38774,0.38826,0.38899,0.3898,0.39083,0.39225,0.39362,0.87461,0.95375,1.0326,1.1096,1.1829,1.2509,1.3141,1.3645,1.4055,1.4327,1.4468,1.4484,1.4346,1.4079,1.3696,1.326,1.2782,1.2279,1.1776,1.1273,1.0786,1.032,0.98728,0.94511,0.90429,0.86604,0.83036,0.79628,0.76391,0.73351,0.70452,0.67676,4
0.89108,0.96809,1.0467,1.1249,1.2005,1.2715,1.3364,1.3913,1.4349,1.465,1.4806,1.4821,1.4704,1.4436,1.4063,1.3632,1.315,1.2649,1.2143,1.1627,1.1123,1.0639,1.0175,0.9738,0.93209,0.89271,0.85582,0.82036,0.78637,0.75436,0.7238,0.69454,0.66734,0.64236,0.61879,0.59671,0.5763,0.55736,0.53948,0.52249,0.50668,0.49209,0.4787,0.46618,0.45459,0.44431,0.43523,0.42704,0.41956,0.41304,0.40787,0.40368,0.4001,0.39724,0.39509,0.39354,0.39241,0.3918,0.39186,0.39237,0.39301,0.39388,0.39498,0.39604,0.89108,0.96809,1.0467,1.1249,1.2005,1.2715,1.3364,1.3913,1.4349,1.465,1.4806,1.4821,1.4704,1.4436,1.4063,1.3632,1.315,1.2649,1.2143,1.1627,1.1123,1.0639,1.0175,0.9738,0.93209,0.89271,0.85582,0.82036,0.78637,0.75436,0.7238,0.69454,0.66734,0.64236,0.61879,0.59671,0.5763,0.55736,0.53948,0.52249,0.50668,0.49209,0.4787,0.46618,0.45459,0.44431,0.43523,0.42704,0.41956,0.41304,0.40787,0.40368,0.4001,0.39724,0.39509,0.39354,0.39241,0.3918,0.39186,0.39237,0.39301,0.39388,0.39498,0.39604,0.89108,0.96809,1.0467,1.1249,1.2005,1.2715,1.3364,1.3913,1.4349,1.465,1.4806,1.4821,1.4704,1.4436,1.4063,1.3632,1.315,1.2649,1.2143,1.1627,1.1123,1.0639,1.0175,0.9738,0.93209,0.89271,0.85582,0.82036,0.78637,0.75436,0.7238,0.69454,0.66734,0.64236,0.61879,0.59671,0.5763,0.55736,0.53948,0.52249,0.50668,0.49209,0.4787,0.46618,0.45459,0.44431,0.43523,0.42704,0.41956,0.41304,0.40787,0.40368,0.4001,0.39724,0.39509,0.39354,0.39241,0.3918,0.39186,0.39237,0.39301,0.39388,0.39498,0.39604,0.89108,0.96809,1.0467,1.1249,1.2005,1.2715,1.3364,1.3913,1.4349,1.465,1.4806,1.4821,1.4704,1.4436,1.4063,1.3632,1.315,1.2649,1.2143,1.1627,1.1123,1.0639,1.0175,0.9738,0.93209,0.89271,0.85582,0.82036,0.78637,0.75436,0.7238,0.69454,4
